age,workclass,education,marital-status,occupation,race,gender,hours-per-week,native-country,income
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,92,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,38,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,43,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,45,Very High,>50K
"[41, 65[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,60,Very High,>50K
"[65, 89[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,48,Very High,>50K
"[65, 89[",Federal-gov,"[HS-grad, Prof-school]",*,*,White,Male,17,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,32,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,42,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,17,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,25,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,35,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Female,35,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,42,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,55,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,50,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,52,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,45,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,45,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,30,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,Black,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,50,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,35,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,60,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,48,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,50,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,25,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,20,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,48,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,45,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,20,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,20,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,18,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,35,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,35,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,34,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,48,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,55,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,38,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,52,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,45,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,43,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,20,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,45,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,50,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,55,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,50,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,60,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,30,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,35,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,36,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,30,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,35,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,62,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,30,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Female,24,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,32,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,43,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,51,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,55,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,60,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,35,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,65,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,97,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,16,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,60,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,45,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,52,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,56,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,<=50K
"[17, 41[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,45,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,35,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,48,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,55,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,60,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,35,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,37,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,36,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,52,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,44,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,45,Very High,<=50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,50,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,40,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,45,Very High,>50K
"[41, 65[",Local-gov,"[HS-grad, Prof-school]",*,*,White,Male,43,Very High,>50K
