age,workclass,education,marital-status,occupation,race,gender,hours-per-week,native-country,income
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",10,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",10,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",6,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",24,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",12,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",12,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",36,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",10,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",10,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",45,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",45,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,>50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",18,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",12,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",18,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",48,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",42,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",60,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",11,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",12,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",18,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",16,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",6,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",8,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",22,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",15,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",20,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",38,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[17, 29[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",60,Very High,>50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",19,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",48,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",70,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",60,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",43,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,>50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",45,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",32,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",80,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",60,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",60,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",38,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",32,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[29, 41[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",36,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",10,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",36,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",32,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",30,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",46,Very High,>50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",50,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[41, 53[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",45,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",25,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",35,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,>50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
"[53, 65[",Private,"{9th, 10th, 11th, 12th}",*,*,*,"{Female, Male}",40,Very High,<=50K
