age,workclass,education,marital-status,occupation,race,gender,hours-per-week,native-country,income
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,15,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,18,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,48,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,42,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,60,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,16,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,12,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,18,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,25,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,15,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,30,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,22,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,50,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,25,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,30,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,24,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,60,Very High,>50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,30,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,60,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,43,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,50,Very High,>50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,45,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,35,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,60,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,60,Very High,>50K
"[29, 41[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,>50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,50,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,>50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,54,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,>50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,45,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,50,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,>50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,99,Very High,<=50K
"[53, 65[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{11th, 12th}",*,*,*,Male,70,Very High,<=50K
"[65, 77[",*,"{11th, 12th}",*,*,*,Male,24,Very High,<=50K
"[65, 77[",*,"{11th, 12th}",*,*,*,Male,20,Very High,<=50K
"[65, 77[",*,"{11th, 12th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Female,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Female,35,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Female,16,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Female,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Female,38,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,58,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,3,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,24,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Female,45,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,25,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,48,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,75,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,45,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,35,High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,37,High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,49,High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,35,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,50,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,16,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,30,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,35,Very High,<=50K
"[17, 29[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,25,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,42,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,72,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[29, 41[",*,"{5th-6th, 7th-8th}",*,*,*,Male,10,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,50,Very High,>50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,50,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,50,Very High,>50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[41, 53[",*,"{5th-6th, 7th-8th}",*,*,*,Male,70,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,>50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,20,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,>50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,56,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,60,Very High,>50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,70,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,50,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,85,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[53, 65[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,24,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,35,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,6,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,40,Very High,<=50K
"[65, 77[",*,"{5th-6th, 7th-8th}",*,*,*,Male,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,30,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,30,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,38,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,25,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,25,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,35,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,10,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,16,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,24,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,16,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,12,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,10,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,15,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,6,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Female,15,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,32,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,48,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Female,70,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,40,Very High,>50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,50,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,35,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,32,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,30,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[41, 53[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,25,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,30,Very High,>50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,38,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,35,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,20,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,65,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,40,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,50,Very High,>50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,25,Very High,<=50K
"[53, 65[",*,"{9th, 10th}",*,*,*,Female,36,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,35,High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,30,High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,35,High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,55,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,80,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[29, 41[",*,"{9th, 10th}",*,*,*,Male,40,High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,40,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,45,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,35,Very High,<=50K
"[17, 29[",*,"{9th, 10th}",*,*,*,Male,40,Very High,<=50K
